idx,brand,title,model,serie,type,engineVolume,engineType,enginePower,line,year,gearbox,km,gas,price,label,place,location
4730,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-diesel,skoda octavia,IV COMBI phase 2,2.0 TDI 150 SELECTION,2.0,TDI,150,SELECTION,2025,Auto,10,Diesel,34480,Bonne affaire,NG AUTO,44
4731,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-diesel,skoda octavia,IV COMBI phase 2,2.0 TDI-SCR 150 SPORTLINE DSG7,2.0,TDI-SCR,150,SPORTLINE DSG7,2025,Auto,10,Diesel,35490,Bonne affaire,AUTOBERNARD SEYSSINET,38
4732,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-diesel,skoda octavia,IV COMBI phase 2,2.0 TDI 150 SPORTLINE,2.0,TDI,150,SPORTLINE,2025,Auto,10,Diesel,35950,Bonne affaire,AUTOMALIN PARIS,78
4733,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-essence,skoda octavia,IV COMBI phase 2,1.5 TSI 150 SPORTLINE,1.5,TSI,150,SPORTLINE,2025,Auto,10,Essence,35990,Bonne affaire,AUTOMALIN PARIS,MANTES-LA-VILLE
4734,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-essence,skoda octavia,IV COMBI phase 2,1.5 TSI 150 SPORTLINE,1.5,TSI,150,SPORTLINE,2025,Auto,10,Essence,35990,Bonne affaire,AUTOMALIN PARIS,78
4735,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-diesel,skoda octavia,IV COMBI phase 2,2.0 TDI 150 SPORTLINE,2.0,TDI,150,SPORTLINE,2025,Auto,10,Diesel,35950,Bonne affaire,AUTOMALIN PARIS,MANTES-LA-VILLE
4736,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-essence,skoda octavia,IV COMBI phase 2,1.5 TSI 150 SPORTLINE,1.5,TSI,150,SPORTLINE,2025,Auto,10,Essence,40990,Offre équitable,SKODA STRASBOURG GRAND EST AUTOMOBILES,67
4737,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-diesel,skoda octavia,IV COMBI phase 2,2.0 TDI 150 SPORTLINE DSG7,2.0,TDI,150,SPORTLINE DSG7,2025,Auto,10,Diesel,34570,Bonne affaire,TABOR AUTOMOBILES,67
4738,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-essence,skoda octavia,IV COMBI phase 2,1.5 TSI-MHEV 150 ACT SPORTLINE DSG7,1.5,TSI-MHEV,150,ACT SPORTLINE DSG7,2025,Auto,10,Essence,34072,Bonne affaire,TABOR AUTOMOBILES,67
4739,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-diesel,skoda octavia,IV COMBI phase 2,2.0 TDI 150 SELECTION DSG7 NAVIGATION PACK CONFORT,2.0,TDI,150,SELECTION DSG7 NAVIGATION PACK CONFORT,2025,Auto,10,Diesel,33690,Bonne affaire,GARAGE LECAT,71
4740,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-diesel,skoda octavia,IV COMBI phase 2,2.0 TDI 150 SELECTION DSG7 NAVIGATION PACK CONFORT,2.0,TDI,150,SELECTION DSG7 NAVIGATION PACK CONFORT,2025,Auto,10,Diesel,33690,Offre équitable,GARAGE LECAT,71
4741,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-essence,skoda octavia,IV COMBI phase 2,1.5 TSI-HYBRID 150 SELECTION DSG7,1.5,TSI-HYBRID,150,SELECTION DSG7,2025,Auto,10,Essence,30744,Bonne affaire,TABOR AUTOMOBILES,67
4742,skoda,skoda-octavia-iv-phase-2-2025-manual-10-km-essence,skoda octavia,IV phase 2,1.5 TSI 116 SELECTION,1.5,TSI,116,SELECTION,2025,Manuelle,10,Essence,32790,Au dessus du marché,VOLKSWAGEN BYMYCAR TOULON LA GARDE,83
4743,skoda,skoda-octavia-iv-phase-2-2025-auto-10-km-essence,skoda octavia,IV phase 2,1.5 TSI-HYBRID 116 SELECTION DSG7,1.5,TSI-HYBRID,116,SELECTION DSG7,2025,Auto,10,Essence,27719,Bonne affaire,TABOR AUTOMOBILES CITY STORE,100% à distance
4744,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-essence,skoda octavia,IV COMBI phase 2,1.5 TSI-MHEV 150 ACT SPORTLINE DSG7,1.5,TSI-MHEV,150,ACT SPORTLINE DSG7,2025,Auto,10,Essence,33102,Très bonne affaire,TABOR AUTOMOBILES CITY STORE,100% à distance
4745,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-essence,skoda octavia,IV COMBI phase 2,1.5 TSI-MHEV 150 ACT SELECTION DSG7,1.5,TSI-MHEV,150,ACT SELECTION DSG7,2025,Auto,10,Essence,31047,Bonne affaire,TABOR AUTOMOBILES CITY STORE,100% à distance
4746,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-essence,skoda octavia,IV COMBI phase 2,1.5 TSI-HYBRID 150 SELECTION DSG7,1.5,TSI-HYBRID,150,SELECTION DSG7,2025,Auto,10,Essence,30744,Bonne affaire,TABOR AUTOMOBILES CITY STORE,100% à distance
4747,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-10-km-essence,skoda octavia,IV COMBI phase 2,1.5 TSI 150 AMHEV E-TEC CT SELECTION DSG7,1.5,TSI,150,AMHEV E-TEC CT SELECTION DSG7,2025,Auto,10,Essence,31047,Bonne affaire,TABOR AUTOMOBILES,67
4748,skoda,skoda-octavia-iv-phase-2-2025-auto-10-km-essence,skoda octavia,IV phase 2,1.5 TSI 116 SELECTION,1.5,TSI,116,SELECTION,2025,Auto,10,Essence,30460,Bonne affaire,ST CHRISTOPHE AUTOMOBILES,55
4749,toyota,toyota-rav-4-v-2025-auto-10-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 DYNAMIC,2.5,HYBRIDE,218,DYNAMIC,2025,Auto,10,Hybrides,38990,Bonne affaire,DUVAL GRABOWSKI,76
4750,toyota,toyota-rav-4-v-2025-auto-10-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 DYNAMIC,2.5,HYBRIDE,222,DYNAMIC,2025,Auto,10,Hybrides,42990,Bonne affaire,DUVAL GRABOWSKI,76
4751,toyota,toyota-rav-4-v-phase-2-2025-auto-10-km-hybrides,toyota rav,4 V phase 2,2.5 HYBRIDE 306 COLLECTION,2.5,HYBRIDE,306,COLLECTION,2025,Auto,10,Hybrides,52590,Bonne affaire,TOYOTA VICTORIA GISORS,27
4752,toyota,toyota-rav-4-v-phase-2-2025-auto-10-km-hybrides,toyota rav,4 V phase 2,2.5 HYBRIDE 306 DESIGN BUSINESS,2.5,HYBRIDE,306,DESIGN BUSINESS,2025,Auto,10,Hybrides,48590,Bonne affaire,TOYOTA VICTORIA GISORS,27
4753,toyota,toyota-rav-4-v-2025-auto-10-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 DYNAMIC AWD-I MY24,2.5,HYBRIDE,222,DYNAMIC AWD-I MY24,2025,Auto,10,Hybrides,43700,Analyse indisponible,TOYOTA SAINT-BRIEUC - COBREDIA,22
4754,toyota,toyota-rav-4-v-2025-auto-10-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 DYNAMIC 2WD MY25,2.5,HYBRIDE,218,DYNAMIC 2WD MY25,2025,Auto,10,Hybrides,43900,Offre équitable,TOYOTA QUIMPER - COBREDIA,29
4755,toyota,toyota-rav-4-v-phase-2-2025-auto-10-km-hybrides,toyota rav,4 V phase 2,2.5 HYBRIDE 218 30 YEARS 2WD MY24,2.5,HYBRIDE,218,30 YEARS 2WD MY24,2025,Auto,10,Hybrides,42480,Bonne affaire,TOYOTA SAINT-BRIEUC - COBREDIA,22
4756,toyota,toyota-rav-4-v-phase-2-2025-auto-10-km-hybrides,toyota rav,4 V phase 2,2.5 HYBRIDE 218 30 YEARS 2WD MY25,2.5,HYBRIDE,218,30 YEARS 2WD MY25,2025,Auto,10,Hybrides,42990,Bonne affaire,TOYOTA VANNES - COBREDIA,56
4757,toyota,toyota-rav-4-v-2025-auto-10-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 DYNAMIC AWD-I MY24,2.5,HYBRIDE,222,DYNAMIC AWD-I MY24,2025,Auto,10,Hybrides,43980,Bonne affaire,TOYOTA BREST - COBREDIA,29
4758,toyota,toyota-rav-4-v-phase-2-2025-auto-10-km-hybrides,toyota rav,4 V phase 2,2.5 HYBRIDE 218 30 YEARS,2.5,HYBRIDE,218,30 YEARS,2025,Auto,10,Hybrides,44290,Offre équitable,TOYOTA LE PUY EN VELAY,43
4759,toyota,toyota-rav-4-v-2025-auto-10-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 LOUNGE,2.5,HYBRIDE,222,LOUNGE,2025,Auto,10,Hybrides,45898,Bonne affaire,CUISINIER AUTOMOBILES,42
4760,toyota,toyota-rav-4-v-2025-auto-10-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 LOUNGE,2.5,HYBRIDE,222,LOUNGE,2025,Auto,10,Hybrides,47303,Offre équitable,CHAMBON & FILS AUTOMOBILE,42
4761,toyota,toyota-rav-4-v-phase-2-2025-auto-11-km-hybrides,toyota rav,4 V phase 2,2.5 HYBRIDE 218 30 YEARS,2.5,HYBRIDE,218,30 YEARS,2025,Auto,11,Hybrides,41990,Bonne affaire,SAS ERIC CHELI TOYOTA,71
4762,volkswagen,volkswagen-tiguan-iii-2025-auto-12-km-essence,volkswagen tiguan,III,1.5 ETSI 150 R-LINE EDITION,1.5,ETSI,150,R-LINE EDITION,2025,Auto,12,Essence,37900,Très bonne affaire,CARIZY,100% à distance
4763,volkswagen,volkswagen-tiguan-iii-2025-auto-12-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,12,Essence,42668,Offre équitable,CHAMBON & FILS AUTOMOBILE,42
4764,volkswagen,volkswagen-t-roc-phase-2-2025-auto-12-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,12,Diesel,37990,Bonne affaire,DUVAL GRABOWSKI,76
4765,toyota,toyota-rav-4-v-2025-auto-12-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 DYNAMIC AWD-I MY24,2.5,HYBRIDE,222,DYNAMIC AWD-I MY24,2025,Auto,12,Hybrides,42990,Bonne affaire,TOYOTA LORIENT - COBREDIA,56
4766,volkswagen,volkswagen-t-roc-phase-2-2025-auto-13-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 LIFE,1.5,TSI,150,LIFE,2025,Auto,13,Essence,30990,Bonne affaire,DUVAL GRABOWSKI,76
4767,volkswagen,volkswagen-t-roc-phase-2-2025-auto-13-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,13,Diesel,37990,Bonne affaire,DUVAL GRABOWSKI,76
4768,volkswagen,volkswagen-tiguan-iii-2025-auto-14-km-hybrides,volkswagen tiguan,III,1.5 ETSI 150 CV DSG7 LIFE PLUS + PACK CONFORT + DESIGN + PACK HIVER + NAPOLI,1.5,ETSI,150,CV DSG7 LIFE PLUS + PACK CONFORT + DESIGN + PACK HIVER + NAPOLI,2025,Auto,14,Hybrides,38990,Bonne affaire,DEGRIFCARS.COM,35
4769,volkswagen,volkswagen-t-roc-phase-2-2025-auto-14-km-essence,volkswagen t-roc,phase 2,1.5 TSI-EVO2 150 START/STOP DSG7 LIFE,1.5,TSI-EVO2,150,START/STOP DSG7 LIFE,2025,Auto,14,Essence,29998,Bonne affaire,STARTERRE CHAMBERY,73
4770,volkswagen,volkswagen-t-roc-phase-2-2025-auto-14-km-essence,volkswagen t-roc,phase 2,1.5 TSI-EVO2 150 START STOP DSG7 LIFE,1.5,TSI-EVO2,150,START STOP DSG7 LIFE,2025,Auto,14,Essence,30390,Bonne affaire,DEGRIFCARS.COM,35
4771,volkswagen,volkswagen-t-roc-phase-2-2025-auto-14-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,14,Diesel,37470,Bonne affaire,DEBARD AUTOMOBILES BRIVE LA GAILLARDE,19
4772,volkswagen,volkswagen-tiguan-iii-2025-auto-15-km-essence,volkswagen tiguan,III,1.5 ETSI 150 ELEGANCE,1.5,ETSI,150,ELEGANCE,2025,Auto,15,Essence,41490,Bonne affaire,BONCOUR AUTOMOBILES,16
4773,volkswagen,volkswagen-t-roc-phase-2-2025-auto-15-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 DSG LIFE 30 YEARS,1.5,TSI,150,DSG LIFE 30 YEARS,2025,Auto,15,Essence,29980,Bonne affaire,DISTINXION POITIERS,86
4774,volkswagen,volkswagen-t-roc-phase-2-2025-auto-15-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2025,Auto,15,Diesel,37470,Bonne affaire,DEBARD AUTOMOBILES TOULOUSE LABEGE,31
4775,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2025-auto-15-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2025,Auto,15,Essence,45690,Bonne affaire,VOLKSWAGEN TOURING MARSEILLE ARNAVAUX,13
4776,volkswagen,volkswagen-t-roc-phase-2-2025-auto-16-km-essence,volkswagen t-roc,phase 2,1.5 TSI-EVO2 150 START STOP DSG7 LIFE,1.5,TSI-EVO2,150,START STOP DSG7 LIFE,2025,Auto,16,Essence,30390,Bonne affaire,DEGRIFCARS.COM,35
4777,volkswagen,volkswagen-tiguan-iii-2025-auto-17-km-hybrides,volkswagen tiguan,III,1.5 ETSI 150 CV DSG7 LIFE PLUS,1.5,ETSI,150,CV DSG7 LIFE PLUS,2025,Auto,17,Hybrides,39998,Offre équitable,AUTOMOBILES STARTERRE,69
4778,volkswagen,volkswagen-tiguan-iii-2025-auto-17-km-essence,volkswagen tiguan,III,1.5 ETSI 130 VW EDITION,1.5,ETSI,130,VW EDITION,2025,Auto,17,Essence,38990,Offre équitable,JEAN LAIN OCCASIONS SEYSSINET,38
4779,volkswagen,volkswagen-t-roc-phase-2-2025-auto-17-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 START STOP DSG7 R-LINE EDITION + PACK DESIGN BLACK + ALARME + 60,2.0,TDI,150,START STOP DSG7 R-LINE EDITION + PACK DESIGN BLACK + ALARME + 60,2025,Auto,17,Diesel,37390,Bonne affaire,DEGRIFCARS.COM,35
4780,volkswagen,volkswagen-t-roc-phase-2-2025-auto-17-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 VW EDITION,2.0,TDI,150,VW EDITION,2025,Auto,17,Diesel,35890,Offre équitable,GARAGE BUISSON,16
4781,volkswagen,volkswagen-tiguan-iii-2025-auto-18-km-essence,volkswagen tiguan,III,1.5 ETSI 150 R-LINE DSG7,1.5,ETSI,150,R-LINE DSG7,2025,Auto,18,Essence,46890,Offre équitable,VOLKSWAGEN NICE LA PLAINE - VGRF COTE D'AZUR,06
4782,volkswagen,volkswagen-tiguan-iii-2025-auto-20-km-hybrides,volkswagen tiguan,III,1.5 ETSI 150 CV DSG7 LIFE PLUS + PACK CONFORT + PACK HIVER + DESIGN,1.5,ETSI,150,CV DSG7 LIFE PLUS + PACK CONFORT + PACK HIVER + DESIGN,2025,Auto,20,Hybrides,40390,Bonne affaire,DEGRIFCARS.COM,35
4783,volkswagen,volkswagen-tiguan-iii-2025-auto-20-km-hybrides,volkswagen tiguan,III,1.5 ETSI 150 CV DSG7 LIFE PLUS,1.5,ETSI,150,CV DSG7 LIFE PLUS,2025,Auto,20,Hybrides,39998,Bonne affaire,AUTOMOBILES STARTERRE,69
4784,volkswagen,volkswagen-tiguan-iii-2025-auto-20-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,20,Essence,42668,Offre équitable,CHAMBON & FILS AUTOMOBILE,42
4785,volkswagen,volkswagen-tiguan-iii-2025-auto-20-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,20,Essence,41398,Offre équitable,CUISINIER AUTOMOBILES,42
4786,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-25-km-diesel,skoda octavia,IV COMBI phase 2,2.0 TDI 150 SELECTION,2.0,TDI,150,SELECTION,2025,Auto,25,Diesel,34990,Offre équitable,GARAGE BUISSON,16
4787,volkswagen,volkswagen-t-roc-phase-2-2025-auto-30-km-essence,volkswagen t-roc,phase 2,1.5 TSI-EVO2 150 START/STOP DSG7 R-LINE EDITION,1.5,TSI-EVO2,150,START/STOP DSG7 R-LINE EDITION,2025,Auto,30,Essence,37900,Bonne affaire,SMVA,83
4788,volkswagen,volkswagen-tiguan-iii-2025-auto-40-km-essence,volkswagen tiguan,III,1.5 ETSI 131 LIFE PLUS,1.5,ETSI,131,LIFE PLUS,2025,Auto,40,Essence,37990,Bonne affaire,SUQUET AUTO,21
4789,volkswagen,volkswagen-tiguan-iii-2025-auto-41-km-hybrides,volkswagen tiguan,III,1.5 ETSI 150 CV DSG7 LIFE PLUS,1.5,ETSI,150,CV DSG7 LIFE PLUS,2025,Auto,41,Hybrides,38598,Bonne affaire,STARTERRE CHAMBERY,73
4790,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2025-auto-41-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2025,Auto,41,Essence,49990,Offre équitable,VOLKSWAGEN REZE - VGRF GRAND OUEST,44
4791,volkswagen,volkswagen-tiguan-iii-2025-auto-42-km-hybrides,volkswagen tiguan,III,1.5 E-HYBRID 204 VW EDITION,1.5,E-HYBRID,204,VW EDITION,2025,Auto,42,Hybrides,45990,Bonne affaire,LEVELS AUTOMOBILE,59
4792,skoda,skoda-karoq-phase-2-2025-auto-49-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE,1.5,TSI,150,SPORTLINE,2025,Auto,49,Essence,34980,Bonne affaire,AUTOMOBILES GILLOTIN DISTINXION,91
4793,volkswagen,volkswagen-tiguan-iii-2025-auto-50-km-hybrides,volkswagen tiguan,III,1.5 E-HYBRID 204 ELEGANCE,1.5,E-HYBRID,204,ELEGANCE,2025,Auto,50,Hybrides,52900,-,Offre équitable,01
4794,volkswagen,volkswagen-t-roc-ii-2025-auto-50-km-essence,volkswagen t-roc,II,1.5 ETSI 150 R-LINE,1.5,ETSI,150,R-LINE,2025,Auto,50,Essence,47780,Analyse indisponible,MTPA-ESA-MCVA,77
4795,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-50-km-diesel,skoda octavia,IV COMBI phase 2,2.0 TDI 150 SPORTLINE DSG7,2.0,TDI,150,SPORTLINE DSG7,2025,Auto,50,Diesel,37900,Bonne affaire,CHASSAY AUTOMOBILES,37
4796,toyota,toyota-rav-4-v-2025-auto-50-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 DYNAMIC,2.5,HYBRIDE,222,DYNAMIC,2025,Auto,50,Hybrides,44933,Offre équitable,GI AUTOMOBILES,58
4797,toyota,toyota-rav-4-v-2025-auto-50-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 DYNAMIC AWD-I MY24,2.5,HYBRIDE,222,DYNAMIC AWD-I MY24,2025,Auto,50,Hybrides,43490,Bonne affaire,TOYOTA AURAY - COBREDIA,56
4798,toyota,toyota-rav-4-v-phase-2-2025-auto-50-km-hybrides,toyota rav,4 V phase 2,2.5 HYBRIDE 306 DESIGN,2.5,HYBRIDE,306,DESIGN,2025,Auto,50,Hybrides,49900,Offre équitable,TOYOTA VALLEE PROVINS,77
4799,toyota,toyota-rav-4-v-2025-auto-50-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 DYNAMIC,2.5,HYBRIDE,222,DYNAMIC,2025,Auto,50,Hybrides,45898,Offre équitable,CUISINIER AUTOMOBILES,42
4800,volkswagen,volkswagen-tiguan-iii-2025-auto-58-km-hybrides,volkswagen tiguan,III,1.5 E-HYBRID 204 ELEGANCE,1.5,E-HYBRID,204,ELEGANCE,2025,Auto,58,Hybrides,53033,Offre équitable,POIRIER ET FILS AUTOMOBILES,61
4801,skoda,skoda-karoq-phase-2-2025-auto-61-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE,1.5,TSI,150,SPORTLINE,2025,Auto,61,Essence,34980,Bonne affaire,VOLKSWAGEN SEAT SKODA LAVAL - GROUPE LECLUSE AUTOMOBILES,53
4802,volkswagen,volkswagen-tiguan-iii-2025-auto-70-km-hybrides,volkswagen tiguan,III,1.5 ETSI 150 CV DSG7 LIFE PLUS,1.5,ETSI,150,CV DSG7 LIFE PLUS,2025,Auto,70,Hybrides,38998,Bonne affaire,STARTERRE CHAMBERY,73
4803,volkswagen,volkswagen-t-roc-phase-2-2025-auto-70-km-essence,volkswagen t-roc,phase 2,1.5 TSI-EVO2 150 START/STOP DSG7 LIFE,1.5,TSI-EVO2,150,START/STOP DSG7 LIFE,2025,Auto,70,Essence,29998,Bonne affaire,STARTERRE CHAMBERY,73
4804,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2025-auto-71-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2025,Auto,71,Essence,43590,Bonne affaire,DALAUTO MONTLUCON,03
4805,volkswagen,volkswagen-t-roc-phase-2-2025-auto-76-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE EDITION,2.0,TDI,150,R-LINE EDITION,2025,Auto,76,Diesel,39578,Offre équitable,CHAMBON & FILS AUTOMOBILE,42
4806,volkswagen,volkswagen-t-roc-phase-2-2025-auto-76-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 START/STOP DSG7 R-LINE EDITION,2.0,TDI,150,START/STOP DSG7 R-LINE EDITION,2025,Auto,76,Diesel,36998,Bonne affaire,STARTERRE CHAMBERY,73
4807,volkswagen,volkswagen-t-roc-phase-2-2025-auto-76-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 R-LINE EDITION,2.0,TDI,150,R-LINE EDITION,2025,Auto,76,Diesel,37358,Bonne affaire,GI AUTOMOBILES,58
4808,volkswagen,volkswagen-tiguan-iii-2025-auto-100-km-essence,volkswagen tiguan,III,1.5 ETSI 150 R-LINE EDITION,1.5,ETSI,150,R-LINE EDITION,2025,Auto,100,Essence,46990,Bonne affaire,NEUBAUER VOLKSWAGEN SAINT-DENIS,93
4809,volkswagen,volkswagen-tiguan-iii-2025-auto-100-km-hybrides,volkswagen tiguan,III,1.5 E-HYBRID 204 ELEGANCE,1.5,E-HYBRID,204,ELEGANCE,2025,Auto,100,Hybrides,51970,Offre équitable,CHARDON AUTOMOBILES SAINT THIBAULT DES VIGNES,77
4810,volkswagen,volkswagen-tiguan-iii-2025-auto-100-km-essence,volkswagen tiguan,III,1.5 ETSI 150 ELEGANCE,1.5,ETSI,150,ELEGANCE,2025,Auto,100,Essence,48490,Offre équitable,VOLKSWAGEN VILLAINES SOUS BOIS,95
4811,volkswagen,volkswagen-tiguan-iii-2025-auto-100-km-hybrides,volkswagen tiguan,III,1.5 E-HYBRID 204 ELEGANCE,1.5,E-HYBRID,204,ELEGANCE,2025,Auto,100,Hybrides,53990,Offre équitable,VOLKSWAGEN GARGES LES GONESSE,95
4812,volkswagen,volkswagen-tiguan-iii-2025-auto-100-km-hybrides,volkswagen tiguan,III,1.5 E-HYBRID 272 R-LINE,1.5,E-HYBRID,272,R-LINE,2025,Auto,100,Hybrides,53990,Offre équitable,ALARD AUTOMOBILES STNA,92
4813,volkswagen,volkswagen-tiguan-iii-2025-auto-100-km-hybrides,volkswagen tiguan,III,1.5 E-HYBRID 204 R-LINE EDITION,1.5,E-HYBRID,204,R-LINE EDITION,2025,Auto,100,Hybrides,53500,Bonne affaire,VOLKSWAGEN SKODA BYMYCAR OLLIOULES,83
4814,volkswagen,volkswagen-tiguan-iii-2025-auto-100-km-hybrides,volkswagen tiguan,III,1.5 E-HYBRID 204 VW EDITION,1.5,E-HYBRID,204,VW EDITION,2025,Auto,100,Hybrides,49980,Bonne affaire,VOLKSWAGEN BYMYCAR ORANGE,84
4815,volkswagen,volkswagen-t-roc-phase-2-2025-auto-100-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 R-LINE EDITION,1.5,TSI,150,R-LINE EDITION,2025,Auto,100,Essence,38990,Offre équitable,CHARDON AUTOMOBILES NOISY LE GRAND,93
4816,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2025-auto-100-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2025,Auto,100,Essence,45490,Offre équitable,NEUBAUER VOLKSWAGEN SAINT-DENIS,93
4817,volkswagen,volkswagen-t-roc-phase-2-2025-auto-100-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 VW EDITION,1.5,TSI,150,VW EDITION,2025,Auto,100,Essence,30980,Bonne affaire,VOLKSWAGEN BYMYCAR ORANGE,84
4818,volkswagen,volkswagen-t-roc-ii-2025-auto-100-km-essence,volkswagen t-roc,II,1.5 ETSI 150 R-LINE,1.5,ETSI,150,R-LINE,2025,Auto,100,Essence,43541,Analyse indisponible,VOLKSWAGEN BYMYCAR CARPENTRAS,84
4819,volkswagen,volkswagen-t-roc-ii-2025-auto-100-km-essence,volkswagen t-roc,II,1.5 ETSI 150 R-LINE,1.5,ETSI,150,R-LINE,2025,Auto,100,Essence,42999,Analyse indisponible,VOLKSWAGEN ANGOULEME - GROUPE AUTOSPHERE,16
4820,volkswagen,volkswagen-t-roc-phase-2-2025-manual-100-km-essence,volkswagen t-roc,phase 2,1.0 TSI 116 VW EDITION,1.0,TSI,116,VW EDITION,2025,Manuelle,100,Essence,29490,Offre équitable,CHARDON AUTOMOBILES NOISY LE GRAND,93
4821,volkswagen,volkswagen-t-roc-ii-2025-auto-100-km-essence,volkswagen t-roc,II,1.5 ETSI 150 STYLE,1.5,ETSI,150,STYLE,2025,Auto,100,Essence,31980,Analyse indisponible,CHANTEREINE AUTOMOBILE,78
4822,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2025-auto-100-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2025,Auto,100,Essence,36990,Bonne affaire,CARAT AUTO BAR LE DUC,55
4823,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2025-auto-100-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2025,Auto,100,Essence,37200,Bonne affaire,VOLKSWAGEN SKODA BYMYCAR OLLIOULES,83
4824,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2025-auto-100-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2025,Auto,100,Essence,42900,Offre équitable,VOLKSWAGEN NICE LA PLAINE - VGRF COTE D'AZUR,06
4825,skoda,skoda-octavia-iv-phase-2-2025-auto-100-km-essence,skoda octavia,IV phase 2,1.5 TSI 150 CLEVER,1.5,TSI,150,CLEVER,2025,Auto,100,Essence,33490,Bonne affaire,SKODA CHARDON AUTOMOBILES,77
4826,skoda,skoda-octavia-iv-combi-phase-2-2025-auto-100-km-essence,skoda octavia,IV COMBI phase 2,1.5 TSI 150 SELECTION,1.5,TSI,150,SELECTION,2025,Auto,100,Essence,34900,Bonne affaire,SMVA,83
