idx,brand,title,model,serie,type,engineVolume,engineType,enginePower,line,year,gearbox,km,gas,price,label,place,location
117,skoda,skoda-octavia-iii-combi-2011-auto-230000-km-essence,skoda octavia,III COMBI,1.4 TSI 140 AMBITION,1.4,TSI,140,AMBITION,2011,Auto,230000,Essence,3000,-,Vendeur particulier,31
118,volkswagen,volkswagen-tiguan-phase-2-2011-manual-231000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2011,Manuelle,231000,Diesel,7990,-,AUTO BUDGET GARLIN,64
119,volkswagen,volkswagen-tiguan-2011-auto-234000-km-diesel,volkswagen tiguan,,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2011,Auto,234000,Diesel,8890,Offre équitable,TRADEECAR,38
120,toyota,toyota-rav-4-iii-phase-3-2011-manual-260000-km-diesel,toyota rav,4 III phase 3,2.2 D-4D 150 LOUNGE,2.2,D-4D,150,LOUNGE,2011,Manuelle,260000,Diesel,10500,-,Vendeur particulier,03
121,toyota,toyota-rav-4-iii-phase-3-2011-manual-261000-km-diesel,toyota rav,4 III phase 3,2.2 D-4D 150 LECAP,2.2,D-4D,150,LECAP,2011,Manuelle,261000,Diesel,6000,Très bonne affaire,Vendeur particulier,69
122,skoda,skoda-octavia-ii-phase-2-2011-manual-277000-km-diesel,skoda octavia,II phase 2,1.6 TDI 105 AMBITION,1.6,TDI,105,AMBITION,2011,Manuelle,277000,Diesel,3900,Bonne affaire,Vendeur particulier,59
123,skoda,skoda-octavia-ii-combi-phase-2-2011-auto-304000-km-diesel,skoda octavia,II COMBI phase 2,2.0 TDI 140 ELEGANCE II,2.0,TDI,140,ELEGANCE II,2011,Auto,304000,Diesel,4500,Très bonne affaire,Vendeur particulier,01
124,volkswagen,volkswagen-tiguan-phase-2-2011-manual-308500-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2011,Manuelle,308500,Diesel,6700,-,Vendeur particulier,84
125,skoda,skoda-octavia-ii-phase-2-2012-auto-43000-km-essence,skoda octavia,II phase 2,1.2 TSI 105 AMBITION,1.2,TSI,105,AMBITION,2012,Auto,43000,Essence,10490,Bonne affaire,TRANSAK AUTO SAINT MAUR,94
126,volkswagen,volkswagen-tiguan-phase-2-2012-manual-64500-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 170 CARAT,2.0,TDI,170,CARAT,2012,Manuelle,64500,Diesel,16890,Bonne affaire,POLE AUTO,47
127,volkswagen,volkswagen-tiguan-phase-2-2012-manual-89200-km-essence,volkswagen tiguan,phase 2,1.4 TSI 122,1.4,TSI,122,-,2012,Manuelle,89200,Essence,12490,Offre équitable,M ROAD AUTO,59
128,toyota,toyota-rav-4-iii-phase-3-2012-manual-91000-km-diesel,toyota rav,4 III phase 3,2.2 D-4D 150 LIMITED EDITION,2.2,D-4D,150,LIMITED EDITION,2012,Manuelle,91000,Diesel,14900,Offre équitable,Vendeur particulier,40
129,volkswagen,volkswagen-tiguan-phase-2-2012-auto-96038-km-essence,volkswagen tiguan,phase 2,1.4 TSI 160 SPORTLINE,1.4,TSI,160,SPORTLINE,2012,Auto,96038,Essence,12990,Bonne affaire,DYNAMIC DRIVE,95
130,skoda,skoda-octavia-ii-phase-2-2012-manual-104220-km-diesel,skoda octavia,II phase 2,1.6 TDI 105 AMBITION,1.6,TDI,105,AMBITION,2012,Manuelle,104220,Diesel,7950,Bonne affaire,MTPA-ESA-MCVA,77
131,volkswagen,volkswagen-tiguan-phase-2-2012-auto-115000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 SPORTLINE,2.0,TDI,140,SPORTLINE,2012,Auto,115000,Diesel,12470,Très bonne affaire,JANN AUTOMOBILE,77
132,volkswagen,volkswagen-tiguan-phase-2-2012-manual-117800-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 170 CARAT,2.0,TDI,170,CARAT,2012,Manuelle,117800,Diesel,15990,Offre équitable,S.Y.M. CARS,67
133,volkswagen,volkswagen-tiguan-phase-2-2012-auto-123248-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2012,Auto,123248,Diesel,13990,Bonne affaire,SDVO,IGNY
134,volkswagen,volkswagen-tiguan-phase-2-2012-auto-123248-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2012,Auto,123248,Diesel,13990,Bonne affaire,SDVO,91
135,volkswagen,volkswagen-tiguan-phase-2-2012-manual-128088-km-essence,volkswagen tiguan,phase 2,1.4 TSI 122 SPORTLINE,1.4,TSI,122,SPORTLINE,2012,Manuelle,128088,Essence,10495,Bonne affaire,AUTO SAM,92
136,volkswagen,volkswagen-tiguan-phase-2-2012-manual-134800-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140,2.0,TDI,140,-,2012,Manuelle,134800,Diesel,12290,Offre équitable,AUTO EN DIRECT COTE D'AZUR,06
137,toyota,toyota-rav-4-iii-phase-3-2012-auto-138500-km-diesel,toyota rav,4 III phase 3,2.2 D-CAT 150 LIFE EDITION,2.2,D-CAT,150,LIFE EDITION,2012,Auto,138500,Diesel,12990,Offre équitable,AUTO TOP,93
138,volkswagen,volkswagen-tiguan-phase-2-2012-manual-139900-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2012,Manuelle,139900,Diesel,12990,Offre équitable,NUEVAUTO,93
139,volkswagen,volkswagen-tiguan-phase-2-2012-auto-158000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2012,Auto,158000,Diesel,14990,Au dessus du marché,ESPACE AUTO MP,59
140,volkswagen,volkswagen-tiguan-phase-2-2012-manual-159023-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 110,2.0,TDI,110,-,2012,Manuelle,159023,Diesel,11490,Au dessus du marché,SIMPLICICARMEAUX,77
141,volkswagen,volkswagen-tiguan-phase-2-2012-auto-159600-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2012,Auto,159600,Diesel,18000,-,Vendeur particulier,62
142,toyota,toyota-rav-4-iii-phase-3-2012-auto-163500-km-diesel,toyota rav,4 III phase 3,2.2 D-CAT 150 LOUNGE,2.2,D-CAT,150,LOUNGE,2012,Auto,163500,Diesel,16990,Au dessus du marché,2 M AUTO,79
143,toyota,toyota-rav-4-iii-phase-3-2012-manual-172896-km-diesel,toyota rav,4 III phase 3,2.2 D-4D 150 LIMITED EDITION,2.2,D-4D,150,LIMITED EDITION,2012,Manuelle,172896,Diesel,10990,Offre équitable,SIMPLICICARMEAUX,77
144,volkswagen,volkswagen-tiguan-phase-2-2012-manual-176000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2012,Manuelle,176000,Diesel,10990,Offre équitable,VENTOUX MOTORS,84
145,skoda,skoda-octavia-ii-combi-phase-2-2012-manual-176294-km-essence,skoda octavia,II COMBI phase 2,1.2 TSI 105 TOUR DE FRANCE,1.2,TSI,105,TOUR DE FRANCE,2012,Manuelle,176294,Essence,6900,-,PATANA AUTO,77
146,toyota,toyota-rav-4-iii-phase-3-2012-manual-180000-km-diesel,toyota rav,4 III phase 3,2.2 D-4D 150 LIMITED EDITION,2.2,D-4D,150,LIMITED EDITION,2012,Manuelle,180000,Diesel,9700,Bonne affaire,Vendeur particulier,78
147,volkswagen,volkswagen-tiguan-phase-2-2012-manual-186000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2012,Manuelle,186000,Diesel,10990,-,ESPACE AUTO,13
148,volkswagen,volkswagen-tiguan-phase-2-2012-manual-188500-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 110 CARAT,2.0,TDI,110,CARAT,2012,Manuelle,188500,Diesel,9490,Bonne affaire,FAST SERVICES AUTO,COIGNIERES
149,volkswagen,volkswagen-tiguan-phase-2-2012-manual-188500-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 110 CARAT,2.0,TDI,110,CARAT,2012,Manuelle,188500,Diesel,9490,Bonne affaire,FAST SERVICES AUTO,78
150,toyota,toyota-rav-4-iii-phase-3-2012-manual-190000-km-diesel,toyota rav,4 III phase 3,2.2 D-4D 150 LIFE EDITION,2.2,D-4D,150,LIFE EDITION,2012,Manuelle,190000,Diesel,10500,Offre équitable,Vendeur particulier,51
151,volkswagen,volkswagen-tiguan-phase-2-2012-manual-192900-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 110 SPORTLINE,2.0,TDI,110,SPORTLINE,2012,Manuelle,192900,Diesel,9990,-,AUTO CHALLENGER,PRAY
152,volkswagen,volkswagen-tiguan-phase-2-2012-manual-192900-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 110 SPORTLINE,2.0,TDI,110,SPORTLINE,2012,Manuelle,192900,Diesel,9990,-,AUTO CHALLENGER,41
153,toyota,toyota-rav-4-iii-phase-3-2012-manual-193479-km-diesel,toyota rav,4 III phase 3,2.2 D-4D 150 LIMITED EDITION,2.2,D-4D,150,LIMITED EDITION,2012,Manuelle,193479,Diesel,10890,Offre équitable,CDR AUTOMOBILES,30
154,toyota,toyota-rav-4-iv-2012-manual-194865-km-diesel,toyota rav,4 IV,2.2 D-4D 150 LIMITED EDITION,2.2,D-4D,150,LIMITED EDITION,2012,Manuelle,194865,Diesel,7990,-,CCS AUTO,74
155,volkswagen,volkswagen-tiguan-phase-2-2012-auto-195990-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 R-EXCLUSIVE,2.0,TDI,140,R-EXCLUSIVE,2012,Auto,195990,Diesel,11950,Bonne affaire,TRANSAK AUTO CLERMONT FERRAND SUD,63
156,toyota,toyota-rav-4-iv-2012-manual-206000-km-diesel,toyota rav,4 IV,2.2 D-4D 150 LIMITED EDITION,2.2,D-4D,150,LIMITED EDITION,2012,Manuelle,206000,Diesel,10500,-,Vendeur particulier,89
157,volkswagen,volkswagen-tiguan-phase-2-2012-auto-207966-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 SPORTLINE,2.0,TDI,140,SPORTLINE,2012,Auto,207966,Diesel,8990,-,NEGOCE AUTO,91
158,volkswagen,volkswagen-tiguan-phase-2-2012-manual-213000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 SPORTLINE,2.0,TDI,140,SPORTLINE,2012,Manuelle,213000,Diesel,8990,Offre équitable,MC AUTO,84
159,volkswagen,volkswagen-tiguan-phase-2-2012-manual-213175-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140,2.0,TDI,140,-,2012,Manuelle,213175,Diesel,7490,Très bonne affaire,NEGOCE AUTO,91
160,volkswagen,volkswagen-tiguan-phase-2-2012-manual-214500-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2012,Manuelle,214500,Diesel,8980,Bonne affaire,AUTOLIK,95
161,toyota,toyota-rav-4-iii-phase-3-2012-manual-215035-km-diesel,toyota rav,4 III phase 3,2.2 D-4D 150 LIFE EDITION,2.2,D-4D,150,LIFE EDITION,2012,Manuelle,215035,Diesel,7990,-,LE JOAILLIER DE L'AUTOMOBILE,31
162,skoda,skoda-octavia-ii-phase-2-2012-manual-217500-km-diesel,skoda octavia,II phase 2,1.6 TDI 105 PEPS II,1.6,TDI,105,PEPS II,2012,Manuelle,217500,Diesel,5490,Offre équitable,AUTO REPARE 86,86
163,toyota,toyota-rav-4-iii-phase-3-2012-manual-222984-km-diesel,toyota rav,4 III phase 3,2.2 D-4D 150 LIMITED EDITION,2.2,D-4D,150,LIMITED EDITION,2012,Manuelle,222984,Diesel,7980,-,TIM AUTOMOBILES,77
164,volkswagen,volkswagen-tiguan-phase-2-2012-manual-224500-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 SPORTLINE,2.0,TDI,140,SPORTLINE,2012,Manuelle,224500,Diesel,7990,Bonne affaire,BACKCAR NANTES EST,44
165,volkswagen,volkswagen-tiguan-2012-manual-227500-km-diesel,volkswagen tiguan,,2.0 TDI 140 R-LINE,2.0,TDI,140,R-LINE,2012,Manuelle,227500,Diesel,11490,-,TRANSACTIONS AUTOS VERSAILLES,78
166,volkswagen,volkswagen-tiguan-phase-2-2012-manual-229000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140,2.0,TDI,140,-,2012,Manuelle,229000,Diesel,9990,Au dessus du marché,FRANCE AUTOS SELECTION,30
167,volkswagen,volkswagen-tiguan-2012-manual-229887-km-diesel,volkswagen tiguan,,2.0 TDI 140 SPORTLINE,2.0,TDI,140,SPORTLINE,2012,Manuelle,229887,Diesel,9990,Offre équitable,DEGRIFF AUTO,31
168,volkswagen,volkswagen-tiguan-phase-2-2012-manual-233290-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 110 CARAT,2.0,TDI,110,CARAT,2012,Manuelle,233290,Diesel,8300,Bonne affaire,OCCASIONS REVENTINOISES,38
169,volkswagen,volkswagen-tiguan-2012-auto-241000-km-diesel,volkswagen tiguan,,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2012,Auto,241000,Diesel,7990,Très bonne affaire,Vendeur particulier,59
170,volkswagen,volkswagen-tiguan-phase-2-2012-auto-248392-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2012,Auto,248392,Diesel,8400,-,Vendeur particulier,49
171,volkswagen,volkswagen-tiguan-phase-2-2012-auto-260000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2012,Auto,260000,Diesel,9000,Offre équitable,Vendeur particulier,95
172,volkswagen,volkswagen-tiguan-phase-2-2012-manual-264600-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 110 BUSINESS,2.0,TDI,110,BUSINESS,2012,Manuelle,264600,Diesel,7190,Offre équitable,MAX'S AUTO,01
173,volkswagen,volkswagen-tiguan-2012-manual-310000-km-diesel,volkswagen tiguan,,2.0 TDI 140 R-LINE,2.0,TDI,140,R-LINE,2012,Manuelle,310000,Diesel,6500,Très bonne affaire,Vendeur particulier,31
174,volkswagen,volkswagen-tiguan-phase-2-2013-manual-75000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 R-EXCLUSIVE,2.0,TDI,140,R-EXCLUSIVE,2013,Manuelle,75000,Diesel,16700,Très bonne affaire,Vendeur particulier,44
175,volkswagen,volkswagen-tiguan-phase-2-2013-auto-94714-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 SPORTLINE,2.0,TDI,140,SPORTLINE,2013,Auto,94714,Diesel,15999,Bonne affaire,AUTOS CLEAN,77
176,toyota,toyota-rav-4-iv-2013-manual-98723-km-diesel,toyota rav,4 IV,2.0 D-4D 124 LIFE,2.0,D-4D,124,LIFE,2013,Manuelle,98723,Diesel,14990,Offre équitable,REY TOYOTA CHALONS EN CHAMPAGNE,51
177,skoda,skoda-octavia-ii-phase-2-2013-manual-101000-km-diesel,skoda octavia,II phase 2,1.6 TDI 105 AMBITION,1.6,TDI,105,AMBITION,2013,Manuelle,101000,Diesel,10000,Offre équitable,DJ MOTORS,03
178,skoda,skoda-octavia-iii-2013-auto-109000-km-diesel,skoda octavia,III,1.6 TDI 105 ELEGANCE,1.6,TDI,105,ELEGANCE,2013,Auto,109000,Diesel,9900,Très bonne affaire,RAY CONNECTION,13
179,volkswagen,volkswagen-tiguan-phase-2-2013-manual-122000-km-essence,volkswagen tiguan,phase 2,1.4 TSI 122 SPORTLINE,1.4,TSI,122,SPORTLINE,2013,Manuelle,122000,Essence,14900,Au dessus du marché,ADONIS AUTO,69
180,toyota,toyota-rav-4-iv-2013-manual-122717-km-diesel,toyota rav,4 IV,2.2 D-4D 150 LIFE,2.2,D-4D,150,LIFE,2013,Manuelle,122717,Diesel,14990,Offre équitable,TOYOTA MONTPELLIER ADL,34
181,volkswagen,volkswagen-tiguan-phase-2-2013-auto-128251-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 177 CARAT,2.0,TDI,177,CARAT,2013,Auto,128251,Diesel,14490,Bonne affaire,CARS CONNECT NORMANDIE,27
182,volkswagen,volkswagen-tiguan-phase-2-2013-manual-128792-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 110,2.0,TDI,110,-,2013,Manuelle,128792,Diesel,12600,Offre équitable,BIWIZ,92
183,volkswagen,volkswagen-tiguan-phase-2-2013-auto-136469-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2013,Auto,136469,Diesel,22800,Au dessus du marché,CENTR'AUTO CONFOLENTAIS,87
184,volkswagen,volkswagen-tiguan-phase-2-2013-manual-137621-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 SPORTLINE,2.0,TDI,140,SPORTLINE,2013,Manuelle,137621,Diesel,12490,Bonne affaire,BACKCAR NANTES EST,44
185,volkswagen,volkswagen-tiguan-phase-2-2013-auto-143000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 177 SPORTLINE,2.0,TDI,177,SPORTLINE,2013,Auto,143000,Diesel,12890,Très bonne affaire,GROUP MOTORS,06
186,volkswagen,volkswagen-tiguan-phase-2-2013-auto-143000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 TRACKLINE,2.0,TDI,140,TRACKLINE,2013,Auto,143000,Diesel,11990,Très bonne affaire,GROUP MOTORS,06
187,volkswagen,volkswagen-tiguan-phase-2-2013-manual-148500-km-essence,volkswagen tiguan,phase 2,1.4 TSI 122,1.4,TSI,122,-,2013,Manuelle,148500,Essence,9300,Bonne affaire,Vendeur particulier,77
188,skoda,skoda-octavia-ii-combi-phase-2-2013-manual-149500-km-diesel,skoda octavia,II COMBI phase 2,1.6 TDI 105 ELEGANCE 2,1.6,TDI,105,ELEGANCE 2,2013,Manuelle,149500,Diesel,7490,Bonne affaire,TRANSAKAUTO WISSOUS,91
189,volkswagen,volkswagen-tiguan-phase-2-2013-auto-151500-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2013,Auto,151500,Diesel,12990,Bonne affaire,PACCARD AUTOMOBILE,38
190,volkswagen,volkswagen-tiguan-phase-2-2013-manual-155823-km-essence,volkswagen tiguan,phase 2,1.4 TSI 122,1.4,TSI,122,-,2013,Manuelle,155823,Essence,7870,Très bonne affaire,SIMPLICI CAR MONTPELLIER,34
191,volkswagen,volkswagen-tiguan-phase-2-2013-manual-158000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 4MOTION CARAT,2.0,TDI,140,4MOTION CARAT,2013,Manuelle,158000,Diesel,13990,Offre équitable,NUANCE AUTO,26
192,volkswagen,volkswagen-tiguan-phase-2-2013-auto-158580-km-essence,volkswagen tiguan,phase 2,1.4 TSI 160 CARAT,1.4,TSI,160,CARAT,2013,Auto,158580,Essence,12990,Offre équitable,JE VENDS VOTRE AUTO ROZAY,77
193,toyota,toyota-rav-4-iv-2013-manual-159900-km-diesel,toyota rav,4 IV,2.2 D-4D 150 LIFE,2.2,D-4D,150,LIFE,2013,Manuelle,159900,Diesel,13990,Offre équitable,AVENTI AUTOMOBILES,87
194,skoda,skoda-octavia-iii-combi-2013-manual-162000-km-essence,skoda octavia,III COMBI,1.4 TSI 140 AMBITION,1.4,TSI,140,AMBITION,2013,Manuelle,162000,Essence,9000,Au dessus du marché,Vendeur particulier,83
195,volkswagen,volkswagen-tiguan-phase-2-2013-manual-163601-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2013,Manuelle,163601,Diesel,12590,Bonne affaire,INTERNATIONAL AUTO,28
196,volkswagen,volkswagen-tiguan-phase-2-2013-manual-167400-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2013,Manuelle,167400,Diesel,11790,Offre équitable,CARIZY C TO C,91
197,skoda,skoda-octavia-ii-combi-phase-2-2013-auto-167484-km-diesel,skoda octavia,II COMBI phase 2,2.0 TDI 140 AMBITION,2.0,TDI,140,AMBITION,2013,Auto,167484,Diesel,8990,-,SRS AUTOS,27
198,skoda,skoda-octavia-ii-combi-phase-2-2013-auto-167484-km-diesel,skoda octavia,II COMBI phase 2,2.0 TDI 140 AMBITION,2.0,TDI,140,AMBITION,2013,Auto,167484,Diesel,8990,-,SRS AUTOS,EVREUX
199,volkswagen,volkswagen-tiguan-phase-2-2013-manual-173000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 110 EDITION,2.0,TDI,110,EDITION,2013,Manuelle,173000,Diesel,10990,-,WEECARS BREST,29
200,toyota,toyota-rav-4-iv-2013-auto-177800-km-essence,toyota rav,4 IV,2.0 VVT-I 151 LOUNGE,2.0,VVT-I,151,LOUNGE,2013,Auto,177800,Essence,12590,Bonne affaire,CHABOUD AUTOMOBILES VOLKSWAGEN,38
201,skoda,skoda-octavia-ii-phase-2-2013-manual-182000-km-diesel,skoda octavia,II phase 2,1.6 TDI 105 AMBITION,1.6,TDI,105,AMBITION,2013,Manuelle,182000,Diesel,7000,Offre équitable,OCCASIONS EUROPE AUTOS - GARAGE CASSAN,46
202,volkswagen,volkswagen-tiguan-phase-2-2013-auto-182934-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 170 DSG7 R-LINE AUTOMATIQUE,2.0,TDI,170,DSG7 R-LINE AUTOMATIQUE,2013,Auto,182934,Diesel,14690,Offre équitable,CAPCAR,76
203,volkswagen,volkswagen-tiguan-phase-2-2013-auto-188300-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 R-EXCLUSIVE,2.0,TDI,140,R-EXCLUSIVE,2013,Auto,188300,Diesel,13490,Offre équitable,WELCAR,SAINT-COSME-EN-VAIRAIS
204,volkswagen,volkswagen-tiguan-phase-2-2013-auto-188300-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 R-EXCLUSIVE,2.0,TDI,140,R-EXCLUSIVE,2013,Auto,188300,Diesel,13490,Offre équitable,WELCAR,72
205,toyota,toyota-rav-4-iv-2013-manual-189000-km-diesel,toyota rav,4 IV,2.0 D-4D 124 LIFE,2.0,D-4D,124,LIFE,2013,Manuelle,189000,Diesel,10990,-,ID AUTO CHALLANS,85
206,toyota,toyota-rav-4-iv-2013-manual-191475-km-diesel,toyota rav,4 IV,2.0 D-4D 124 LIFE,2.0,D-4D,124,LIFE,2013,Manuelle,191475,Diesel,11980,-,TOYOTA BREST - COBREDIA,29
207,volkswagen,volkswagen-tiguan-phase-2-2013-manual-193000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 110 EDITION,2.0,TDI,110,EDITION,2013,Manuelle,193000,Diesel,9490,Offre équitable,TRANSAKAUTO CAHORS,46
208,toyota,toyota-rav-4-iv-2013-manual-199143-km-diesel,toyota rav,4 IV,2.2 D-4D 150 LIFE,2.2,D-4D,150,LIFE,2013,Manuelle,199143,Diesel,10490,Bonne affaire,AUTOPLUS35,35
209,volkswagen,volkswagen-tiguan-phase-2-2013-auto-199565-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 SPORTLINE,2.0,TDI,140,SPORTLINE,2013,Auto,199565,Diesel,10999,-,GT AUTOMOBILE,26
210,volkswagen,volkswagen-tiguan-phase-2-2013-manual-203600-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140,2.0,TDI,140,-,2013,Manuelle,203600,Diesel,8990,-,LATTES VO,34
211,volkswagen,volkswagen-tiguan-phase-2-2013-auto-206000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2013,Auto,206000,Diesel,9900,Bonne affaire,Vendeur particulier,94
212,toyota,toyota-rav-4-iii-phase-3-2013-manual-207000-km-diesel,toyota rav,4 III phase 3,2.2 D-4D 150 LIMITED EDITION,2.2,D-4D,150,LIMITED EDITION,2013,Manuelle,207000,Diesel,9900,Offre équitable,LMA,69
213,volkswagen,volkswagen-tiguan-phase-2-2013-manual-217000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 SPORTLINE,2.0,TDI,140,SPORTLINE,2013,Manuelle,217000,Diesel,8990,Bonne affaire,TRANSAKAUTO DAVEZIEUX,07
214,volkswagen,volkswagen-tiguan-phase-2-2013-manual-217500-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 SPORTLINE,2.0,TDI,140,SPORTLINE,2013,Manuelle,217500,Diesel,9990,Offre équitable,DEGRIFF AUTO TOULOUSE NORD,31
215,skoda,skoda-octavia-iii-2013-manual-219500-km-essence,skoda octavia,III,1.2 TSI 105 AMBITION,1.2,TSI,105,AMBITION,2013,Manuelle,219500,Essence,5800,Bonne affaire,Vendeur particulier,31
216,volkswagen,volkswagen-tiguan-phase-2-2013-manual-220000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 R-EXCLUSIVE,2.0,TDI,140,R-EXCLUSIVE,2013,Manuelle,220000,Diesel,10100,Bonne affaire,Vendeur particulier,87
217,skoda,skoda-octavia-ii-combi-phase-2-2013-manual-223000-km-diesel,skoda octavia,II COMBI phase 2,1.6 TDI 105 AMBITION,1.6,TDI,105,AMBITION,2013,Manuelle,223000,Diesel,5990,-,TRANSAKAUTO EYSINES,33
218,skoda,skoda-octavia-iii-combi-rs-2013-auto-229800-km-diesel,skoda octavia,III COMBI RS,2.0 TDI 184 RS,2.0,TDI,184,RS,2013,Auto,229800,Diesel,9000,Bonne affaire,Vendeur particulier,12
219,volkswagen,volkswagen-tiguan-phase-2-2013-manual-233000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 110 BUSINESS,2.0,TDI,110,BUSINESS,2013,Manuelle,233000,Diesel,8990,Offre équitable,AUTO TRANSFERT,13
220,volkswagen,volkswagen-tiguan-phase-2-2013-manual-233356-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2013,Manuelle,233356,Diesel,8990,Bonne affaire,GTM AUTO,14
221,volkswagen,volkswagen-tiguan-phase-2-2013-manual-265000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 140 CARAT,2.0,TDI,140,CARAT,2013,Manuelle,265000,Diesel,7980,Bonne affaire,SIMPLICICAR LYON NORD,69
222,toyota,toyota-rav-4-iv-2013-manual-265000-km-diesel,toyota rav,4 IV,2.2 D-4D 150 LIFE EDITION,2.2,D-4D,150,LIFE EDITION,2013,Manuelle,265000,Diesel,9990,-,L'AGENCE AUTOMOBILIÈRE DE LONS LE SAUNIER,39
223,volkswagen,volkswagen-tiguan-phase-2-2013-manual-269000-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 110 TIGUAN EDITION,2.0,TDI,110,TIGUAN EDITION,2013,Manuelle,269000,Diesel,6700,-,Vendeur particulier,33
224,volkswagen,volkswagen-tiguan-phase-2-2014-manual-55461-km-diesel,volkswagen tiguan,phase 2,2.0 TDI 110 CUP,2.0,TDI,110,CUP,2014,Manuelle,55461,Diesel,16969,Offre équitable,TRESSOL-CHABRIER OCCASION FRONTIGNAN,34
225,volkswagen,volkswagen-tiguan-phase-2-2014-auto-68000-km-essence,volkswagen tiguan,phase 2,1.4 TSI 160 CUP,1.4,TSI,160,CUP,2014,Auto,68000,Essence,14990,Bonne affaire,EWIGO EVREUX,27
226,volkswagen,volkswagen-tiguan-phase-2-2014-manual-75000-km-essence,volkswagen tiguan,phase 2,1.4 TSI 122,1.4,TSI,122,-,2014,Manuelle,75000,Essence,14990,Au dessus du marché,TRANSAKAUTO LA ROCHELLE,17
